OBJECTID,Mine_ID,Mine Name,Operation Type,Mine Status,Primary Product,Other Products,Owner,Operator,Lead Agency,Report Year,Acres Disturbed,Reclamation Status,Permit Number,Permit Acres,Financial Assurance Mechanism Total,Financial Assurance Cost Estimate,Latitude,Longitude,x,y
935484,91-36-0135,MOUNT ELMO QUARRY,QUARRY,RECLAIMED,Sand and Gravel,,SAN BERNARDINO COUNTY,"SAN BERNARDINO COUNTY, TRANSPORTATION & FLOOD CONTROL DEPARTMENT",County of San Bernardino,2001,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA 19763 3620,20.00,15020,,34.613333,-117.656667,-13097480.2589,4111458.0094000027
935485,91-36-0047,ORO GRANDE ROCK PLANT,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,CALMAT COMPANY,INDUSTRIAL ASPHALT,County of San Bernardino,2018,42.7,RECLAMATION IN PROGRESS,,853.00,95992,,34.613889,-117.341667,-13062414.6193,4111533.2141999975
935486,91-36-0108,CALICHE PIT,QUARRY,RECLAIMED,Clay,,"SOUTHDOWN, INC. - VICTORVILLE PLANT","SOUTHDOWN, INC. - VICTORVILLE PLANT",County of San Bernardino,1998,25,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RP84M-013,,,,34.615,-117.105,-13036068.9693,4111683.490000002
935487,91-42-0017,MIGUELITO CANYON QUARRY,QUARRY,RECLAIMED,Stone,,BEEBE,BEEBE,County of Santa Barbara,1998,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BLANK,,,,34.615278,-120.466111,-13410226.134399999,4111721.093000002
935488,91-36-0037,SUPERIOR QUARRY,OPEN PIT,CLOSED NO INTENT TO RESUME,Silica,,CALIFORNIA PORTLAND CEMENT CO.,CALIFORNIA PORTLAND CEMENT CO.,County of San Bernardino,2018,7,RECLAMATION IN PROGRESS,,48.00,69267,15548,34.616944,-117.298056,-13057559.865,4111946.443599999
935489,91-36-0106,WHITE MOUNTAIN QUARRY,,ACTIVE,Limestone,,,,County of San Bernardino,2018,142,RECLAMATION NOT STARTED,,142.00,875976,719475,34.621389,-117.120556,-13037800.655299999,4112547.716300003
935490,91-36-0107,OLD QUARRIES,,ACTIVE,Silica,,,,County of San Bernardino,2018,31,RECLAMATION NOT STARTED,,36.00,357984,367987,34.621944,-117.27,-13054436.6853,4112622.7930999994
935491,91-42-0011,ACIN RANCH SITE 1,,ACTIVE,Stone,,SEPULVEDA BUILDING MATERIALS,SEPULVEDA BUILDING MATERIAL LOMPOC,County of Santa Barbara,2018,16.13,RECLAMATION IN PROGRESS,,138.00,118729,116413,34.628889,-120.4275,-13405927.9775,4113562.3100999966
935492,91-19-0040,LANE QUARRY,OPEN PIT,ACTIVE,Decomposed Granite,,LANE,LANE QUARRY,City of Palmdale,2018,3.2,RECLAMATION IN PROGRESS,,"17.00,17.00,17.00",15255.79,15722.9,34.628889,-118.251944,-13163746.191399999,4113562.3100999966
935493,91-36-0019,BLACK MOUNTAIN QUARRY,,ACTIVE,Limestone,,,,County of San Bernardino,2018,208.5,RECLAMATION NOT STARTED,,208.00,1785950,1675226,34.63,-117.111111,-13036749.242800001,4113712.612999998
935494,91-36-0023,ORO GRANDE QUARRIES,OPEN PIT,ACTIVE,Limestone,,CALPORTLAND COMPANY,CALPORTLAND COMPANY,County of San Bernardino,2018,653,RECLAMATION NOT STARTED,,848.00,864794.69,1115477.3,34.633889,-117.306944,-13058549.272599999,4114238.7568999976
935495,91-36-0105,ALVIC & ALUMINA QUARRY,,ACTIVE,Clay,,,,County of San Bernardino,2018,41,RECLAMATION NOT STARTED,,50.00,579625,591054,34.635,-117.083333,-13033657.0099,4114389.0688999966
935496,91-36-0129,ILLITE,OPEN PIT,RECLAIMED,Clay,,"PROTECH MINERALS, INC.","PROTECH MINERALS, INC.",County of San Bernardino,1997,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"CAMC 1438,CAMC 14381,CAMC 14383,CAMC 78606",,,,34.639167,-117.283333,-13055920.9081,4114952.858400002
935497,91-36-0061,BRYMAN PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,"HANSON AGGREGATES WEST, INC.","HANSON AGGREGATES WEST, INC.",County of San Bernardino,2000,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RP79M-0009,55.00,88250,,34.648611,-117.344444,-13062723.7535,4116230.723700002
935498,91-42-0026,V & J,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,"V & J ROCK TRANSPORT, INC.","V & J ROCK TRANSPORT, INC.",City of Lompoc,2018,0,RECLAMATION IN PROGRESS,93-040-20,0.00,20000,18829.97,34.666667,-120.475,-13411215.6533,4118674.2819000036
935499,91-42-0024,TWIN OAK RANCH PIT,OPEN PIT,ACTIVE,Sand and Gravel,,"ELM TREE INVESTORS INC., D/B/A VALLEY SAND & SOIL",VALLEY SAND & SOIL,County of Santa Barbara,2018,3.6,RECLAMATION NOT STARTED,86-CP-88,5.00,27438,30866,34.673889,-120.153611,-13375438.793499999,4119651.8000999987
935500,91-36-0046,"AGCON, INC.",OPEN PIT,ACTIVE,Sand and Gravel,,"AGCON, INC.","AGCON, INC.",County of San Bernardino,2018,214,RECLAMATION NOT STARTED,,244.00,195532.15,176211.68,34.676389,-117.336667,-13061858.0218,4119990.2021000013
935501,91-36-0078,BLACK RIDGE BORROW PIT,OPEN PIT,EXEMPT,Sand and Gravel,,CALTRANS,CALTRANS,County of San Bernardino,1997,0,,960CA060FP,0.00,,,34.683056,-115.975,-12910277.944699999,4120892.702399999
935502,91-36-0017,RED TOP MINE,QUARRY,ACTIVE,Cinders,,JOLLY,"SIERRA AGGREGATE COMPANY, INC.",County of San Bernardino,2018,35,RECLAMATION NOT STARTED,"82M-015,CA MC54064",,56600.36,54674,34.683889,-116.620556,-12982140.9099,4121005.469300002
935503,91-36-0087,CALSPAR MINE,,CLOSED NO INTENT TO RESUME,,,,,County of San Bernardino,2018,9.3,RECLAMATION IN PROGRESS,,12.00,21500,23777.59,34.694722,-116.775278,-12999364.4842,4122472.0835999995
935504,91-56-0033,OZENA VALLEY RANCH,PLANT OR MILL,RECLAIMED,Sand and Gravel,,OZENA VALLEY RANCH,"ALLIANCE READY MIX, INC.",County of Ventura,2010,14.9,RECLAMATION IN PROGRESS,CUP 5170,7.00,,0,34.695833,-119.336944,-13284527.8389,4122622.506099999
935505,91-36-0179,ORD MOUNTAIN MINE,PROSPECT,NEWLY PERMITTED,NOT REPORTED,,SW TECH CORPORATION,SW TECH CORPORATION,County of San Bernardino,2018,0,RECLAMATION NOT STARTED,2014M-01,10.00,64204,66920.06,34.701111,-116.824722,-13004868.5651,4123337.1416999996
935506,91-36-0142,WILDWASH SAND & GRAVEL,,CLOSED NO INTENT TO RESUME,,,,,County of San Bernardino,2018,0,RECLAMATION IN PROGRESS,,60.00,493460,6690,34.703056,-117.203611,-13047046.295699999,4123600.5041000023
935507,91-36-0093,SHADOW MOUNTAIN/ WHITE ROCK,,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,18,RECLAMATION NOT STARTED,,33.00,65695.75,67875.81,34.733056,-117.536111,-13084060.0263,4127663.434299998
935508,91-36-0113,LUDLOW PIT,QUARRY,IDLE,Sand and Gravel,,COUNTY OF SAN BERNARDINO,COUNTY OF SAN BERNARDINO,County of San Bernardino,2018,40,RECLAMATION NOT STARTED,,64.00,244616,131424,34.737222,-116.203333,-12935695.858,4128227.7564999983
935509,91-36-0128,BLACK ANGEL MINE,OPEN PIT,ACTIVE,Sand and Gravel,,"VULCAN LANDS, INC.","EMPIRE ROCK, INC.",County of San Bernardino,2018,54.9,RECLAMATION NOT STARTED,,160.00,820529,663607.15,34.738889,-117.139167,-13039872.4224,4128453.5746000037
935510,91-36-0001,PISGAH CINDER QUARRY (LAVIC QUARRY),QUARRY,IDLE,Cinders,,"CAN-CAL RESOURCES, LTD.",CANDEO GROWTH SOLUTIONS INC.,County of San Bernardino,2018,71,RECLAMATION NOT STARTED,2007M-05,72.00,53819,57370.69,34.746389,-116.378611,-12955207.7157,4129469.6093000025
935511,91-36-0033,HECTOR MINE,OPEN PIT,ACTIVE,Clay,,ELEMENTIS SPECIALTIES,"ELEMENTIS SPECIALITIES, INC.",County of San Bernardino,2018,435.68,RECLAMATION NOT STARTED,"CAMC42050,DN553-289N,SMAR/89-02",,1101154,1085281,34.751111,-116.428889,-12960804.6371,4130109.3521
935512,91-36-0124,FORT CADY BORATE MINE,UNDETERMINED,IDLE,Borates,,FORT CADY CALIFORNIA CORPORATION,FORT CADY CALIFORNIA CORPORATION,County of San Bernardino,2018,20,RECLAMATION NOT STARTED,0,20.00,230826.1,256772,34.752778,-116.429722,-12960897.3662,4130335.2080999985
935513,91-36-0081,NEEDLES AIRPORT (WEST),OPEN PIT,EXEMPT,Sand and Gravel,,CALTRANS,CALTRANS,County of San Bernardino,1997,0,,CA060FP617,,,,34.766111,-114.841944,-12784146.7278,4132141.8144999966
935514,91-56-0001,FRAZIER PARK,"OPEN PIT,PLANT OR MILL",ACTIVE,Clay,,ARCOSA LIGHTWEIGHT,LWFP LLC,County of Ventura,2018,97,RECLAMATION NOT STARTED,CUP 212,260.00,1190311,1189710.1,34.766389,-119.043333,-13251843.2119,4132179.4861999974
935515,91-36-0079,HIDDEN HILLS BOROW SITE,OPEN PIT,EXEMPT,Sand and Gravel,,CALIFORNIA DEPARTMENT OF TRANSPORTATION,CALTRANS,County of San Bernardino,1997,0,,CA060FP623,0.00,,,34.783056,-115.7,-12879665.084800001,4134438.2638000026
935516,91-36-0080,NEEDLES AIRPORT (NORTH),OPEN PIT,EXEMPT,Sand and Gravel,,CALTRANS,CALTRANS,County of San Bernardino,1997,0,,160/CA060-,0.00,,,34.783056,-114.616667,-12759069.006900001,4134438.2638000026
935517,91-36-0117,ESSEX PIT II,OPEN PIT,RECLAIMED,Sand and Gravel,,SULLY-MILLER CONTRACTING CO.,SULLY-MILLER CONTRACTING CO.,County of San Bernardino,2009,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,93M-09,,,0,34.784444,-115.152778,-12818748.610399999,4134626.391599998
935518,91-36-0063,ESSEX PIT I,OPEN PIT,IDLE,Sand and Gravel,,SULLY-MILLER CONTRACTING CO.,SULLY-MILLER CONTRACTING CO.,County of San Bernardino,2018,30,RECLAMATION NOT STARTED,"CA-060-MS,87M-01",,108116.26,114032.72,34.785,-115.161111,-12819676.2357,4134701.7520999983
935519,91-36-0120,ESSEX MINE,,CLOSED NO INTENT TO RESUME,,,,,County of San Bernardino,2018,34,RECLAMATION NOT STARTED,,50.00,282652.1,114933,34.785278,-115.153333,-12818810.3927,4134739.4324999973
935520,91-36-0165,FORT CADY ROAD QUARRY,OPEN PIT,IDLE,Sand and Gravel,,CALMAT CO DBA VULCAN MATERIALS COMPANY,CALMAT DBA VULCAN MATERIALS CO,County of San Bernardino,2018,80,RECLAMATION NOT STARTED,,160.00,560631,300492,34.791111,-116.623611,-12982480.991,4135530.072800003
935521,91-36-0077,NEWBERRY BORROW PIT,OPEN PIT,CLOSED NO INTENT TO RESUME,NOT REPORTED,,CALTRANS DISTRICT 8,CALTRANS DISTRICT 8,County of San Bernardino,2018,28,RECLAMATION IN PROGRESS,R05753,0.00,43200000,133326.73,34.803889,-116.631111,-12983315.8872,4137262.2760000005
935522,91-36-0048,WINE QUARRY,OPEN PIT,NEWLY PERMITTED,Decorative Rock,,"ANLEX ROCK & MINERALS, INC.","ANLEX ROCK & MINERALS, INC.",County of San Bernardino,2018,5,RECLAMATION NOT STARTED,SAMR/89-0391/DN453-305N,,42605,40393.41,34.805,-116.665,-12987088.3934,4137412.897399999
935523,91-36-0102,GRAVEL GERTIE,PLANT OR MILL,ABANDONED,Sand and Gravel,,"TRI-STATE HIGHWAY 95 SOUTH, ROCK, SAND","TRI-STATE HIGHWAY 95 SOUTH, ROCK, SAND",City of Needles,2002,1,RECLAMATION NOT STARTED,1-2-90-7,74.00,5000,,34.812778,-114.602778,-12757522.8905,4138467.4394000024
935524,91-36-0090,WINE RED QUARRY,,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,5,RECLAMATION NOT STARTED,,29.00,17749,18871.75,34.813056,-116.663056,-12986871.9883,4138505.132600002
935525,91-36-0041,NEWBERRY SPRINGS,QUARRY,IDLE,Sand and Gravel,,HANSON AGGREGATES LLC,HANSON AGGREGATES,County of San Bernardino,2018,157,RECLAMATION IN PROGRESS,DN 441-312N,361.00,472324,368853,34.813889,-116.696667,-12990613.547699999,4138618.0771000013
935526,91-15-0008,109 LIMESTONE QUARRY/ LEBEC,OPEN PIT,ACTIVE,Limestone,,NATIONAL CEMENT COMPANY,NATIONAL CEMENT COMPANY,County of Kern,2018,75,RECLAMATION NOT STARTED,CUP 4 MAP2,88.00,188600,151101,34.815,-118.748056,-13218973.126600001,4138768.7167000026
935527,91-15-0016,MOJAVE MINE,QUARRY,CLOSED - MERGED,Sand and Gravel,,"HOLLIDAY ROCK COMPANY, INC.",HOLLIDAY,County of Kern,2008,186,RECLAMATION NOT STARTED,BLANK,,,448175.11,34.817222,-118.256944,-13164302.788800001,4139070.0020999983
935528,91-15-0093,CUDDY MINE,OPEN PIT,CLOSED NO INTENT TO RESUME,Sand and Gravel,,B&B MATERIALS INC.,B&B MATERIALS INC.,County of Kern,2018,22,RECLAMATION IN PROGRESS,,106.00,32469.67,27424.06,34.819444,-118.907778,-13236753.2983,4139371.295599997
935529,91-36-0100,SUPERLITE BLOCK- (RECLAIMED),STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,STAKER PARSON COMPANIES,SUPERLITE BLOCK,City of Needles,2012,0,RECLAMATION IN PROGRESS,91-36-0100,26.00,,0,34.820556,-114.590278,-12756131.3968,4139522.081100002
935530,91-15-0081,FRAZIER PARK SAND & GRAVEL,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,RECLAIMED,Sand and Gravel,,FRAZIER ROCK SAND & GRAVEL,FRAZIER ROCK SAND & GRAVEL,County of Kern,2013,5,RECLAMATION IN PROGRESS,"CUP 20,MAP 237",,20600,0,34.821111,-118.92,-13238113.8451,4139597.3389
935531,91-15-0103,NATIONAL CEMENT COMPANY - 101 AREA,OPEN PIT,ACTIVE,Limestone,Dolomite,NATIONAL CEMENT COMPANY,NATIONAL CEMENT COMPANY,County of Kern,2018,293.1,RECLAMATION NOT STARTED,"CUP #6,MAP 236",,907800,1191112,34.826944,-118.763611,-13220704.701299999,4140388.322999999
935532,91-15-0010,QUARRY SITE B - LEBEC PLANT,OPEN PIT,ACTIVE,Shale,,NATIONAL CEMENT COMPANY,NATIONAL CEMENT COMPANY,County of Kern,2018,151.7,RECLAMATION NOT STARTED,"CUP1, MAP2",221.00,707100,751562,34.827222,-118.755556,-13219808.0228,4140426.0226000026
935533,91-42-0013,SISQUOC RANCH,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED - MERGED,Sand and Gravel,,"COAST ROCK PRODUCTS, INC.","COAST ROCK PRODUCTS, INC.",County of Santa Barbara,1998,55,RECLAMATION NOT STARTED,"84-CP-12,84-RP-1",,,,34.833333,-120.183333,-13378747.431400001,4141254.7678000033
935534,91-42-0014,SISQUOC MINING OPERATION,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,CALPORTLAND CONSTRUCTION,CALPORTLAND CONSTRUCTION,County of Santa Barbara,2018,135,RECLAMATION IN PROGRESS,"92-RP-001,92-CP-074",,2104534,878070,34.833333,-120.183333,-13378747.431400001,4141254.7678000033
935535,91-15-0045,LA LIEBRA,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,OPEN PIT",IDLE,Sand and Gravel,,TEJON RANCH CORPORATION,TEJON RANCH,County of Kern,2018,30,RECLAMATION NOT STARTED,"CASE #1,MAP 235,RES 83-79",,63175.48,59924.4,34.833611,-118.697222,-13213314.3116,4141292.4702999964
935536,91-15-0091,SILICA QUARRY,QUARRY,ACTIVE,Limestone,"Dolomite,Shale,Silica",NATIONAL CEMENT COMPANY,NATIONAL CEMENT COMPANY,County of Kern,2018,29,RECLAMATION NOT STARTED,"CUP #5, MAP 236",70.00,,205373,34.839167,-118.765556,-13220921.2177,4142046.004900001
935537,91-56-0016,CUYAMA GYPSUM QUARRY,"OPEN PIT,QUARRY",ACTIVE,Gypsum,,H. LIMA COMPANY,H. LIMA COMPANY,County of Ventura,2018,160.71,RECLAMATION IN PROGRESS,,"298.00,160.00",424310.98,827888,34.846667,-119.382222,-13289568.1628,4143063.275899999
935538,91-15-0009,MICROWAVE QUARRY/ LEBEC PLANT,OPEN PIT,ACTIVE,Limestone,,NATIONAL CEMENT COMPANY,NATIONAL CEMENT COMPANY,County of Kern,2018,41,RECLAMATION NOT STARTED,CUP 3 MAP2,177.00,350600,348185,34.8475,-118.770556,-13221477.815200001,4143176.2665000036
935539,91-36-0084,GOURD WASH,OPEN PIT,RECLAIMED,Sand and Gravel,,CALTRANS,CALTRANS,County of San Bernardino,1997,0,,,,,,34.853056,-114.638056,-12761450.0195,4143929.9283000007
935540,91-42-0012,BOGNUDA,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED - MERGED,Sand and Gravel,,"COAST ROCK PRODUCTS, INC.","COAST ROCK PRODUCTS, INC.",County of Santa Barbara,1998,51,RECLAMATION NOT STARTED,79-CP-56,97.00,,,34.854722,-120.247222,-13385859.522300001,4144155.928199999
935541,91-42-0015,GOOD CHILD,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED - ADMINISTRATIVELY,Sand and Gravel,,"COAST ROCK PRODUCTS, INC.","COAST ROCK PRODUCTS, INC.",County of Santa Barbara,1998,8,RECLAMATION NOT STARTED,"81-CP-17,81-RP-002",,,,34.854722,-120.247222,-13385859.522300001,4144155.928199999
935542,91-36-0060,BARSTOW PIT I,OPEN PIT,RECLAIMED,Sand and Gravel,,SULLY-MILLER CONTRACTING COMPANY,SULLY-MILLER CONTRACTING COMPANY,County of San Bernardino,2001,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"CA060MP434,RP80M-0010",,63600,,34.858333,-116.970833,-13021133.567200001,4144645.7914000005
935543,91-36-0064,BARSTOW PIT II,OPEN PIT,RECLAIMED,Sand and Gravel,,SULLY-MILLER CONTRACTING COMPANY,SULLY-MILLER CONTRACTING COMPANY,County of San Bernardino,2001,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"80M-0011,CA060MP434",,63600,,34.858333,-116.970833,-13021133.567200001,4144645.7914000005
935544,91-42-0027,DIAMOND ROCK SAND & GRAVEL,OPEN PIT,ACTIVE,Sand and Gravel,,"TROESH MATERIALS, INC",GPS RIVER ROCK PRODUCTS CO.,County of Santa Barbara,2018,28,RECLAMATION IN PROGRESS,"03RPP-0000-00002,03CUP-00000-00037",132.00,172998,73452,34.861111,-119.493611,-13301967.9296,4145022.6655
935545,91-36-0182,NEBO QUARRY,OPEN PIT,NEWLY PERMITTED,Sand and Gravel,,HI-GRADE MATERIALS CO.,HI-GRADE MATERIALS CO.,County of San Bernardino,2018,4,RECLAMATION NOT STARTED,AP20170001,62.00,29238.96,20559.92,34.8675,-116.939167,-13017608.5242,4145889.4701000005
935546,91-42-0003,SISQUOC,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,HANSON AGGREGATES MID-PACIFIC,HANSON AGGREGATES MID-PACIFIC,County of Santa Barbara,2018,373.7,RECLAMATION IN PROGRESS,"86-RP-006,86-CP-106",,2217200,1499866,34.868333,-120.288889,-13390497.8716,4146002.4892999977
935547,91-15-0052,MATERIALS SITE #1,OPEN PIT,EXEMPT,Sand and Gravel,,CALTRANS,CALTRANS,County of Kern,1993,0,RECLAMATION NOT STARTED,LA-053095,0.00,,,34.870556,-118.123889,-13149491.173999999,4146304.105700001
935548,91-42-0023,VENTUCOPA ROCK PLANT,QUARRY,ACTIVE,Sand and Gravel,,GPS RIVER ROCK PRODUCTS,GPS RIVER ROCK PRODUCTS CO.,County of Santa Barbara,2018,75,RECLAMATION IN PROGRESS,7141,80.00,253260,217718,34.870833,-119.499444,-13302617.2562,4146341.6895999983
935549,91-36-0038,BARSTOW,OPEN PIT,ACTIVE,Sand and Gravel,,ROBERTSON'S READY MIX,ROBERTSON'S READY MIX,City of Barstow,2018,195,RECLAMATION NOT STARTED,"DN 313-347N,SAMR 95-0012",,404763.55,436556,34.874167,-116.970556,-13021102.7317,4146794.0631000027
935550,91-15-0088,TROPICO MILL (TAILING POND),PLANT OR MILL,EXEMPT,Gold (Placer),Silver,"BURTON BROTHERS, INC.",NOT OPERATING - CLOSED,County of Kern,1994,0,RECLAMATION IN PROGRESS,CUP 24,8.00,,,34.877778,-118.231944,-13161519.8016,4147284.0420999974
935551,91-36-0166,WHITE HAT DOLOMITE MINE,OPEN PIT,CLOSED NO INTENT TO RESUME,Dolomite,Rock,MATCON CORPORATION,,County of San Bernardino,2018,3.5,,,13.00,42336.8,44796.45,34.879444,-117.261389,-13053478.1132,4147510.1099999994
935552,91-15-0053,MATERIALS SITE #2,OPEN PIT,EXEMPT,Sand and Gravel,,CALTRANS,CALTRANS,County of Kern,1993,0,,LA-053096,0.00,,,34.884722,-118.167778,-13154376.8751,4148226.3385000005
935553,91-15-0079,PAULEY D.G. MINE,OPEN PIT,ACTIVE,Decomposed Granite,,BIG IRON CONSTRUCTION,Big Iron Construction,County of Kern,2018,15.5,RECLAMATION NOT STARTED,BLANK,,51463.28,42601.15,34.889722,-118.173056,-13154964.4194,4148904.8845999986
935554,91-36-0134,MINNEOLA PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,SAN BERNARDINO COUNTY,"SAN BERNARDINO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of San Bernardino,2001,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA 19762,160.00,31406,,34.891944,-116.7675,-12998498.6412,4149206.4438000023
935555,91-36-0091,"GOLD, BROWN, LILAC QUARRIES",,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,28,RECLAMATION NOT STARTED,,47.00,104484.35,104891.83,34.895,-116.94,-13017701.2534,4149621.2026999965
935556,91-36-0089,BENTONITE OPEN PIT MINE,,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,5.33,RECLAMATION NOT STARTED,,40.00,25757.7,24057.38,34.898889,-116.926944,-13016247.8661,4150149.0383
935557,91-36-0144,MOJAVE RIVER QUARRY,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,CLOSED - NEVER OPERATED,,,,MOJAVE AGGREGATES,County of San Bernardino,2000,0,RECLAMATION NOT STARTED,CUP 94-0035/DN2,92.00,,,34.9,-117.125,-13038295.3592,4150299.8337000012
935558,91-36-0148,HANEY BROWN #2,OPEN PIT,NEWLY PERMITTED,Decorative Rock,,"ANLEX ROCK & MINERALS, INC.","ANLEX ROCK & MINERALS, INC.",County of San Bernardino,2018,5,RECLAMATION NOT STARTED,2000M-02,5.00,,15832,34.900278,-116.950278,-13018845.395100001,4150337.5667999983
935559,91-36-0147,HANEY BROWN #1 QUARRY,OPEN PIT,ACTIVE,Decorative Rock,,"ANLEX ROCK & MINERALS, INC.","ANLEX ROCK & MINERALS, INC.",County of San Bernardino,2018,8,RECLAMATION NOT STARTED,2000M-01,5.00,66818,72728.06,34.900556,-116.951667,-13019000.017900001,4150375.3000999987
935560,91-36-0034,BIRDSEYE GRANITE,,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,5,RECLAMATION NOT STARTED,,6.00,37909.51,25806.28,34.904722,-116.987222,-13022957.9824,4150940.770800002
935561,91-36-0076,DAGGETT BORROW PIT,OPEN PIT,RECLAIMED,Sand and Gravel,,CALTRANS,CALTRANS,County of San Bernardino,2009,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,R05755,0.00,3200000,0,34.908889,-116.808889,-13003106.0436,4151506.406000003
935562,91-36-0071,BEST ROCK QUARRY,QUARRY,ACTIVE,Sand and Gravel,,BEST ROCK QUARRY,BEST ROCK QUARRY,County of San Bernardino,2018,26,RECLAMATION NOT STARTED,89M-04,55.00,90855.33,101549,34.916667,-117.088333,-13034213.6074,4152562.2809000015
935563,91-36-0157,DESERT PINK QUARRY,,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,3,RECLAMATION NOT STARTED,,5.00,18968.58,18243.95,34.92,-116.995,-13023823.8254,4153014.7710999995
935564,91-36-0149,PINK LADY QUARRY,OPEN PIT,NEWLY PERMITTED,Decorative Rock,,"ANLEX ROCK & MINERALS, INC.","ANLEX ROCK & MINERALS, INC.",County of San Bernardino,2018,5,RECLAMATION NOT STARTED,2000M-03,8.00,,15832,34.9275,-116.917778,-13015227.511599999,4154033.043200001
935565,91-36-0143,BEIGE ROCK,,ACTIVE,Decorative Rock,,,,County of San Bernardino,2018,4.5,RECLAMATION NOT STARTED,,7.00,23599.26,25901.25,34.930833,-116.918056,-13015258.4585,4154485.593199998
935566,91-36-0133,HILL TOP QUARRY,QUARRY,RECLAIMED,Sand and Gravel,,SAN BERNARDINO COUNTY,"SAN BERNARDINO COUNTY, DEPARTMENT OF PUBLIC WORKS",County of San Bernardino,2001,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,CA19757 3620,60.00,22207,,34.935833,-117.085556,-13033904.4732,4155164.520499997
935567,91-40-0014,SISQUOC MINING OPERATION,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,ACTIVE,Sand and Gravel,,CALPORTLAND CONSTRUCTION,CALPORTLAND CONSTRUCTION,County of San Luis Obispo,2018,10,RECLAMATION IN PROGRESS,D920088D,367.00,85000,973536,34.936944,-120.35,-13397300.717,4155315.3838
935568,91-42-0008,COLSON QUARRY,,ACTIVE,Limestone,,"G. ANTOLINI & SON, PARTNERSHIP - HENRY S. ANTOLINI, ERNESTINE J. ANTOLINI, PAUL J. ANTOLINI","G. ANTOLINI & SON, PARTNERSHIP - HENRY S. ANTOLINI, ERNESTINE J. ANTOLINI, PAUL J. ANTOLINI",County of Santa Barbara,2018,36,RECLAMATION IN PROGRESS,"90-RP-004,90-RP-004",,269768.76,260643.38,34.938889,-120.152778,-13375346.064399999,4155579.5012999997
935569,91-36-0075,SOUTHEAST BARSTOW B.P.,OPEN PIT,RECLAIMED,Sand and Gravel,,CALTRANS,CALTRANS,County of San Bernardino,1995,0,RECLAMATION NOT STARTED,LA 0145975,0.00,,,34.938889,-117.01,-13025493.6177,4155579.5012999997
935570,91-42-0009,TEPUSQUET QUARRY,OPEN PIT,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,Limestone,,"G. ANTOLINI & SON, PARTNERSHIP - HENRY S. ANTOLINI, ERNESTINE J. ANTOLINI, PAUL J. ANTOLINI","G. ANTOLINI & SON, PARTNERSHIP - HENRY S. ANTOLINI, ERNESTINE J. ANTOLINI, PAUL J. ANTOLINI",County of Santa Barbara,2006,0,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,90-RP-005,,,2584.23,34.944444,-120.218056,-13382612.778099999,4156333.8662
935571,91-15-0068,GRIFFITH COMPANY,OPEN PIT,ACTIVE,Sand and Gravel,,GRIFFITH COMPANY,GRIFFITH COMPANY,County of Kern,2018,140,RECLAMATION NOT STARTED,CUP 2/MAP218R,102.00,932397.15,987323,34.95,-118.85,-13230321.4808,4157088.4179999977
